,text,label,rating,username,round,id,win,score
1429,"values that have some effect on society and Gov's world, but you're not actually talking about the mechanisms that are deeply affecting your life and that is an inherently dangerous situation to get into. Now I'm going to move into how politics exists in our world. In the opposition's world, politics exist as pure civil discourse. The ability to say we are debating about policy from an objective standpoint where we can look at the mechanisms of the decisions we are making, without being blurred by emotional ties. What does this do? The actual ethicacy of political split discussions increase, because people are actually again talking about the mechanisms that affect their daily lives rather than saying, ""well you know this is really emotionally dear to me and that's why it's important"". They can also say ""this is important because if we don't pass comprehensive healthcare reform, these four things are going to happen or these four things are not going to happen"". Also, if not fettered by emotionality may... [Inaudible 00:05:40] , it's progressed a lot further. We've all seen footage from the Senate floor for example, where the people are just shouted down because they say something inflammatory to the other side that is actually trying to talk about real policy. This is again another way in which emotionality suppresses truth. This also reduces the dramatization of politics. When people are actually talking about policy, you don't have these issues of these figures coming out and saying like, ""Oh, we're going to do this. We're going to do that. You should fear this group because I need to go into power"". It stops the political circus. And because emotionality is removed, actual informed debate occurs. And because of this, policy which is the end result of political debate, works better. You actually walk through the mechanisms of each policy, which means that the policy is actually implemented in a way that reflects not only the debate, but also reflects the actual needs of the mechanisms. And saying that, ""Oh, well, you can still have that with emotionality"", just frankly isn't true because there are many times where people get up to support a point only because of an emotional tie to it. And for all of these reasons, I am proud to oppose.",constructive2,,ls5871,round3,ls5871_round3,0.0,74.0
1844,"So, talking about the status quo. The status quo, this is a world that constantly puts people down. Everyone is told that the only value that they have comes from production, and no one is made to feel special, especially not the children. And the reason why it is manifold, children don't have any real agency. So in a productive capitalist society, they have no inherent value. That is the rhetoric of the status quo, is you only have value in so far that you produce. But this is inherently wrong for two reasons. One, it makes people feel less human. When you're told that you don't have value because you don't do something that is good for society, that shame, you feel inherently bad in that moment because you've been told that not only are you not possessing value, that society doesn't consider what you consider value true even. And then, the further extension of this is that this makes people treat others as having less value. Because if you don't think that you're special, how can you think that another human being is special? How can we say that someone else has intrinsic value within their life, if you can't even believe that about yourself? And that is what is especially important in this motion. And in the status quo, where this anomaly falls upon most, are children of marginalized communities. Because in many societies, especially societies that fall strictly on ingroup, outgroup lines, there is part of an internalization of society saying, ""You don't have worth"". This has been addressed sociologically for years when dealing with interdynamics between disparate communities in the United States. Where the problem arise from is children are not told that they have inherent value by the society, especially not marginalized children. ",constructive1,4.0,ls5871,round6,ls5871_round6,0.0,74.0
1845,"However, in the government world, you are taught by your parents... And this is bringing me into my second point of constructive, about the role of the parents. And the reason why this burden does fall on the parents, is the role of the parent is to provide a good life for your child. I don't think anyone here is going to argue against that. But part of a good life is your quality of life. Being a parent isn't just about making sure your kid makes it to the next birthday. It's about making sure they enjoy their life and are settled for life, even after you're gone. Part of this good life that we want children to have, is valued in yourself. And that's what this house would do. When parents teach their children that they're special, they begin the process of learning about self-esteem and learn that you can actually value yourself not along someone else's metric, but along your own metric. What does this look like? As you gain self-esteem, which I think anyone who's done public speaking competition can tell you, it plays into your confidence. If you think you're a shit speaker, you're not going to be as confident going up to the microphone. But, and this doesn't... Obviously it doesn't just apply to politics. But, when you have self-esteem and you gain this confidence, it actually makes the way you interact with the world easier on you. If you're confident, if you're not racked with anxiety because you feel like you don't have value in a specific field, you're going to apply yourself more to that field. And you're going to have a more intense interaction in that field because you can let your guard down. You feel safe in what you're doing. That's what this is about.",constructive2,4.0,ls5871,round6,ls5871_round6,0.0,74.0
1846,"Finally, I want to talk about why the narrative of being special to you. Especially assuming the capitalistic roles at this moment. When you don't believe in yourself, you don't give yourself value. What does this lead to? In many cases, this leads to exploitation. I'm sure everyone's heard of the phrase, ""Don't do something for free if you could get paid for it"". But that's actually an important phrase because what that's saying is, you have a skill that is valuable. But if you consider doing it for free, you're saying that you don't have the Therefore, someone is directly exploiting. They're abusing your goods and your services with no remuneration for you. And that's an inherent problem in our society. Self-esteem helps you understand the inherent value of you and the works that you produce. And that is why teaching children that they're special, is an inherent moral obligation. For this reason, I am proud to propose.",constructive3,3.0,ls5871,round6,ls5871_round6,0.0,74.0
594,"The first argument is that ... Okay, on our side, a more objective, fact-based political debate will lead to a more productive political debate. Because let's realize that the aim of a political debate is to realize what causes should be enacted, and how our socio-economic problems should be solved through politics. And that is not simply happening in the status quo. Because the problem is that we have no idea what to do with either of our problems. And the reason for that is because we all appeal so much to the emotions, politicians don't care about solutions. They don't even present you with solutions. They use a lot of rhetoric and rhetoric, that is the problem. Rhetoric should not be ruling our political sphere. Because what that leads to is a lot of ad hominin and personal attacks, and we just don't think that that is a very productive, political debate. For example, look at the examples that the side government here brought. For example, climate change, right? The two sides, there are two different examples related to that. The first one was that we see that they say, for example, that climate change affects younger generation. But realize that that same narrative can happen on the opposite side too, right? And this is the problem with appealing to that emotions. You no longer know what actual facts are. You can say that, ""Okay. It affects the younger generation,"" but on the other side you can say, ""Well, people lose their manufacturing jobs."" So, that happens.

",constructive1,,madadi,round3,madadi_round3,0.0,70.0
1868,"Okay, our first argument is that this will create economic unity which will lead to a singular economic powerhouse. The fact of the matter is that we have a lot of large economies around the world and these economies have a lot of power and they can literally bury, sorry, bury other smaller economies. Think of an economy like Indonesia which is very much populated, but its economy doesn't have the power to, for example, to compete with non... like China. And that is for example a problem in that region, that China has a lot of power. Remember that for example, do you know that Eurozone was created for the exact reason that they wanted to be able to compete with the U.S. economy and currently they can do that?",constructive1,3.0,madadi,round4,madadi_round4,0.0,74.0
1869,"Our second argument is that on an individual level this would have been beneficial from an economic standpoint, even for individual countries because if you're a strong currency then now with a single currency you can expand your economy. If you're a weak currency then you have nothing to lose and everything to gain. More like, think about what happened in Europe, right? You got a more stable, singular economy and weak countries could deal with their economic crisis way better because they had a stable and a singular currency.",constructive2,3.0,madadi,round4,madadi_round4,0.0,74.0
828,"So why is this barrier necessarily a good thing. They try to argue that it's a myth that the housing bubble is continuing to happen because of some unspecified regulation that has been introduced since 2008, keep in mind they didn't tell you any examples of new regulation that has been introduced. We would tell you that no, in reality, we have not learned from our mistakes. Why? Because we continue to see massively spiking housing markets.",constructive1,,magagne,round1,magagne_round1,0.0,75.0
829,"We continue to see a massive inflation of housing markets in various cities. This is especially true when you look outside of the United States, which was most directly affected by the subprime crisis in terms of their own legislation. You look to places like Canada, where we live, where we see a massive housing bubble in Vancouver. You look overseas to Asia in Tokyo and in Hong Kong where you see massive inflation in the value of those houses.",constructive1,,magagne,round1,magagne_round1,0.0,75.0
1747,"There's nothing about me that inherently will allow you to succeed at things because the world isn't essentially just a luck based gambit, right? That would mean that you are more critical of those structures, as Adrian explained. We'll move on to talking more about that when we talk about the minorities point. But then they talk to you about this basic premise of you're going to try out more things, right? And we think that's very much the premise on which their entire case rests because essentially it's like the idea that because we'll try new things, you'll gain more confidence and you'll be able to, especially if you're; A, an oppressed group, be able to climb out of that in terms of confidence. Right? We would tell you that again, the mechanism about success being anticipated is one that completely destroys this mechanism because of the idea that if you succeed, you are predisposed to that, like succeeding, you are expected to succeed because you think about yourself that, oh, I'm inherently special. I'm inherently good at things. I'm inherently capable, if I don't succeed, then that's incredibly less gratifying. Whereas the failure, you are more critical of the systems that lead you to that failure. So we think on the comparative that allows for individuals who are more critical of society as a whole. But then let's talk a little bit about the minority's point. So there's two scenarios here. One, in which you are a wealthy child and one in which you are a poor child who lacks the structural advantages before we move on with the closing.",constructive1,4.0,magagne,round6,magagne_round6,0.0,75.0
1748,"We would tell you that instead, because of the structural barriers that are preventing you from doing that, just having the confidence that you can do it. They don't mechanise that enough to tell you how that would destroy all of those structural harms and barriers in your way, which means that you can get more gratification out of just the things that you enjoy, you don't need that success to give you the gratification, that leads to just a happier life in general.",constructive2,4.0,magagne,round6,magagne_round6,0.0,75.0
1671,"This brings me into what would now I guess be my first point of constructive. I'll rearrange my order. So first I'm going to talk about what it looks like when kids who are raised this way, become adults and then I'll get an... Actually no, I'm going to do what's like when these people are kids being taught to off this way. Then I'll get into how they act when they're adults and the kind of policy decisions that emerge from that.",constructive1,3.0,maiyawerba,round6,maiyawerba_round6,0.0,75.0
1672,"So framing. I think that when you tell people you're being special is important, they equate their status and ability with their self worth. I think that's like inherently intuitive as to what happened when either your told your unique or you're told that you should always be good. I think that happens on either conception of the government but I think when we say you just have to do your best, that removes equating your self worth with your status. It's acquainting your self worth with what you know is the best you can be. I think that removes the negative reinforcement that inevitably comes when you fail that only exists on said government. Okay, I think also what's going to differentiate us from our front half is we're going to talk to you about practical worth. They talked to you substantially more about principles. Okay, let's talk about kids who are constantly reinforced when their children... When kids fail though some of this came out of my reputation. So any note, when parents constantly have to reinforce that their kids are special or good, whatever conception you take. Often this leads to things like parents paying for extra tutors, extra lessons, shit like that. I think as a consequence of this, only certain kids actually achieve what the level of success or goodness that government talks about and I think this perpetuates a systemic issue of inequality in education.",constructive2,2.0,maiyawerba,round6,maiyawerba_round6,0.0,75.0
1673,"And I also think it leads to other kids feeling excluded and I also think it leads to risky behavior, cause when you're a kid and you're constantly told you're special, I think that means you think risks are less likely to occur hurt you. I think you think consequences won't negatively affect me because I'm special. I think this leads to riskier behavior choices. I think this leads to things like, ""oh I can drunk drive I know it's dangerous but it won't affect me. I can try drugs, I probably won't have a bad reaction because I'm special so I know it won't hurt me. You think that you're exempted from the rules because you're special. Okay. I think that also when you fail uniquely when you're a child then, that negative reinforcement is happening at a critical age when you're really vulnerable so it's substantially more likely to meet things like depression and self harm. I know I'm talking about this on the individual scale but this literally affects millions of children. That's the biggest actual tangible impact you've seen in this wrong is millions of kids getting depression, self-harm just because their parents told them they were special instead of just telling you that he should try their hardest. What about when your adults? God damn, I did not manage my time well. Okay. So when your adults, I think that you contain this kind of risky decision making, it just happens in different ways. I think it leads to you saying ""I'm going to drop out of college cause maybe I think I can be Mark Zuckerberg. I know maybe... contending with government's conceptions is not really the best, but I'm going to try for it"" and then you drop out of college, you take out weird loans to do your startup. I think this happens on a mass scale that isn't really acknowledged. I think in where people don't prioritize their wellbeing, they prioritize trying to retrieve an ideal with that they'll never actually to get to, I think that's really bad, proud to oppose.",constructive3,3.0,maiyawerba,round6,maiyawerba_round6,0.0,75.0
1633,"Okay, so we tell you that polytheistic religions are actually more existent. Now, with this extensions of social morality and social discourse. We know this is quite crucial, right? Because this sets the whole values for society, this is how people behave in their personal life, but also how the whole nation behaves in relation to other nations in how So things that we like here. The first one is on the search function. The verdicts of this argument is that there are no universal moral principles applicable to all societies at all times. What do we mean by this? We tell you that what you actually have is many different values that have to be balanced against each other, right? So you tend to have a simple commandment such as, you shall not kill, but in the this probably becomes different, when you have to defend your family this probably becomes different, right? So you have values like loyalty to your family, loyalty to your country, but you also have values like non-violence, which probably have to be debated and stacked up against each other",constructive1,3.0,mcerman,round8,mcerman_round8,0.0,
1634,"Now, we'll tell you why this debate is far more likely to happen or our side, and why we would be of a higher quality. We tell you most monotheistic religions are fundamentally some sort of dogma stemming from a holy text. Now crucially, this holy text is interpreted by people. Not by the god himself or herself but by specific people in the religious institutions such as churches. What is the value of this? We'll tell you that these holy texts and their interpretations will necessarily contain contradictory narratives. Why? Because they are built over a long time. Literally over centuries by people in different social positions like different countries. So they're necessarily going to be some clashes between values and between what's right and what's wrong in different situations. Now, what literally happens in our world with polytheistic religions is that gods are seen less as beings, as the specific person, or animal, or being that lives somewhere but more as representations of these values, right? So you have goddesses such as Athena or we have a god which for them represents love.",constructive2,3.0,mcerman,round8,mcerman_round8,0.0,
1635,"Now let me tell you that secular and religious discussions are more likely to be blended together rather than separate from each other. Why is this a good thing? Two in parts here. First of all, we tell you that a broad range of people can be included in this social discourse, right? So you don't necessarily have to be a hardened 100% believer in order or engage in discussions of morality with believers, right? You can simply believe in the value rather than its representation by the god or goddess and you can openly speak and you can come up with a standard morality. But the second and crucial thing, is that we get the higher quality of discussion on our side. Because once you get on the opposition's page is that if you are a Christian you have to be against abortion. It's just essentially the argument used by sections of the religious clergy because they believe they have this monopoly of truth. What you get is that, on our side of the house is different people from secular and religious represent these different values, plus you can see each other and actually engage in discussion. We tell you that it's not quite a coincidence that the tools to flourish in ancient Greece are not quite in medieval Europe. Before I tell you about the",constructive3,3.0,mcerman,round8,mcerman_round8,0.0,
1350,"Our first independent argument is about the longterm success of children. We argue that early childhood care creates a positive feedback loop because children who have early childhood care, have the greatest ability to engage in... Have the greatest ability to learn material later down the line because of increased care and attention that they're given as children. We think that these strong resources that they've been given early and they're carried through to later parts of your life, which results in increased preparation for college and increased success when they're in college. A couple subpoints to this argument. So first... So our Subpoint A is that we can add readiness, we can have readiness after early childhood care is incredibly important, not just when students enter college, but also leading up to college. So throughout the entire primary and secondary education system, we also think that the educational benefits that they gained in early childhood education accrued through those years as well. So we think that early childhood education affects all 12 plus years of education. Subpoint B, this argument is that we think that it's definitely key to the arguments that we think that early childhood education increases children's' financial ability to take out debts or loans to subsidize post-secondary education if needed because students will have greater abilities to engage in jobs or financially plan if they have early childhood education because of the educational benefits accrued through primary and secondary education. Subpoint C to this argument is that post-secondary education such as trade school or community college aren't super expensive per student. Which means that aren't super expensive per student compared the price of early childhood education. Because early childhood education requires of people who are specifically trained to deal with young children. It requires attention at all times. Yes.",constructive1,,meganwu,round2,meganwu_round2,0.0,76.0
1351,"But we also think that this Subpoint B we just made resolves this argument, or at least rebuilds our argument in opposition to this. Because the price of community college slightly increases students will also have the greater ability to financially plan or more financial literacy in general if they have access options like early childhood. So now our second independent argument is that we think that our model closes educational inequities. So we think that in educational inequity, speaking at an early age for example, studies show that differences in vocabulary with standardized testing abilities start as early as early childhood care and that differences in early childhood care or the amount of time that gets spent as ages lead to differences later down the line.",constructive1,,meganwu,round2,meganwu_round2,0.0,76.0
1352,"We think that the... This means that we have to increase the ability of students, especially low income students or students of color to access early childhood education because doing so would do more to resolve these educational inequities. We think this  answers any arguments raised by the off teams about inequities that arise later in college because inequities going into college are largely created by inequities that started in early childhood education. We also think that as early childhood education always includes like medical care. We think that medical attention or medical support for families can also help resolve psychological issues that can make it harder for students to succeed in school.",constructive2,,meganwu,round2,meganwu_round2,0.0,76.0
1353,"Our third independent argument is that early childhood education is super important for parents. We can have parents because ECC includes support for parents, we think that the need for this that falls in parents is greater than the need for funding for students because college students a higher ability to take care of themselves. For example, they are hopefully self-sufficient adults, maybe not, I don't know, but hopefully college students are more self-sufficient than a toddler who requires attention at all times. Moreover, the parents who call hopefully don't have to do that much to support their students, but the parents of toddlers or young infants have a ton of burdens to fall on them. For example, they have to have the burden of starting a career, raising a child, and possibly taking care of their own parents and that ways, which means that support for a parents accrues exponentially in the longterm as well. And for example, if the parent of a young child has more support going into early childhood care and that allows them to be a better chance to start their own career running. And then have more money down the line to fund or support their child's post-secondary education.",constructive3,,meganwu,round2,meganwu_round2,0.0,76.0
91,"The most important argument in this comes from my partner's seat. Our theory is that a common it causes economic and political globalization. The internal leads to this is that when currency is created, that causes economic globalization, because then it into a economic structures structure that economies across the board.",constructive1,,meganwu,round4,meganwu_round4,0.0,75.0
92,"That's because when countries are able to act in unity with each other least having sort of an individual choices, I think that are reasonably, countries need to make an individual tweaks on his own because we need that only when they have power that comes from having a decision in a country can they do things that will act in their best interest.",constructive2,,meganwu,round4,meganwu_round4,0.0,75.0
93,"Now, the next of the next location is We think that having lots of bargaining power and we also think We also want to extend the question for leading, but again, what anyways. ",constructive3,,meganwu,round4,meganwu_round4,0.0,75.0
94,"So we think that how we currency So, to sum up the program. We think that there's that comes as a result of in this round. We also think that the impression of autonomy of coordinating this round, we should work with, of course, autonomy, right?",constructive4,,meganwu,round4,meganwu_round4,0.0,75.0
1107,"Our first argument is a principled argument about religious liberties and why we should protect them. So the first subsect of this argument is that we think that it's obvious that people should get religious liberties. We think that religious liberties are inalienable, and we think that it should be impossible to deny people those religious liberties. We think that doing otherwise would conflate church and state because when governments impose preventative rather than laissez faire rules on religious liberties, we think that those governments in doing so are imposing judgments on religions. Which they shouldn't do because that conflates church and state. And therefore, you risk public sovereignty, which is key to government and it's important. ",constructive1,,meganwu,round5,meganwu_round5,0.0,73.0
1108,"Now, the second subpoint to this principle we recommend is that we think that it's important that there are consequences for violating federal laws that are pulled for religious liberties. So, for example, we think that federal governments in this case mostly refers to governments with federal systems like the US, Canada, Mexico, and India, which have federal systems with subgovernments in them. We think that punitive measures were violating federal laws or other rights the sovereign should federal system of both state systems is not maintained. Because otherwise, that sort of shifts the balance of power for state governments to sort of override or become more powerful than federal governments, which is contradictive to the nature of federal sovereignty in itself. Which we think is a logical reason why that can't be the case. ",constructive2,,meganwu,round5,meganwu_round5,0.0,73.0
1109,"Our last subpoint to this argument is that an anticipation of an argument that could make that the for example, need to have some sort of involvement with the church and state. We think that in this world that we live in most theocracies don't operate on a federal system, which is why we think that federalism outweighs the importance of theocratic governments. ",constructive3,,meganwu,round5,meganwu_round5,0.0,73.0
1110,"Now, our second independent argument today is that not suspending funding to subnational governments that violate religious liberties just exacerbates religious tensions. We think that this is historically proven. For example, in India subnational governments that take cows away from Muslim people that have been sort of implicitly motivated by Hindu religious principles. We think that those value conflict over those laws have created religious tension as a result of conflating church and state. We think that laws that violate religious liberties generally, they backlash these laws, which spills over, beyond just the application of those laws. We think that the nature of religion is something that can unite people, which means that if a group of people receive the law as being sort of discriminatory or unjust to the group that they sort of operate within, then that sort of motivates backlash. Not just from the victim of the law, but for the entire group that that person represents, which means that backlash spills over and becomes a federal problem. ",constructive4,,meganwu,round5,meganwu_round5,0.0,73.0
1111,"Our third independent argument today is about sort of the international ramifications of When he it's important in today's modern climate, for example, on the info slide it talked about a in Quebec. We think that these laws that violate religious liberties are usually targeted towards certain religions, such as Islam, that operate on the lines of race, even if law don't explicitly indict those religions. Therefore, this means that these laws are usually also racialized in nature and indict certain countries in different areas of the world, which we do want to maintain good relations with. For example, laws against Jewish religious practices will definitely strain the relations of countries with Israel. And laws against Muslim headgear, for example, will definitely strain relations with the primarily Muslim countries. We think that in order for countries to sort of maintain their role in the global arena and also maintain good relations with other countries and also be respectful of other peoples' practices, it's important that federal governments establish precedence so that violations of religious liberties are not tolerated within countries. With that part of countries.",constructive5,,meganwu,round5,meganwu_round5,0.0,73.0
1381,"to invest enough money for a child to go into a good kindergarten, where he will be well educated, well supported for their health, good meals, good friends or for example, when you didn't have enough money to pay for the daycare services so you don't have to drop out of your shop and take care of your children or leave your children with aunts who don't really care. Or for example, when you don't have enough money to pay for good healthcare for yourself and for your children and you have to think at this point we say that you either sacrifice yourself in the status quo or the child.Both of them are bad. If you sacrifice the child, they will say that those essential years of childhood development, where both your brain, your muscles, your mental activities going on those days and so on. And so forth. It's developed in many ways. I mean sacrifice because you're going have enough resources and support. Not yet. However, if you will sacrifice yourself, then at this point you're not only killing yourself, you're not only provide health care for yourself, you'll only limit your opportunities in life to care for the children, which many people, parents do, what you also paint a bad picture to your child. You say that for you to grow up you to have a good childhood. I sacrifice my whole life, so now we put an unfair burden on those children. Not yet. Once again, when we say provide this motion, when we provide this, finding more support. When you make childhood services, and free for all people. When I say innate, this wealth gap between people who can afford to care for their children and for those who cannot. So at this point we're saying that the impacts are huge for both children in their childhood development, who progresses more into their life, and which is a foundational stone, not only for their middle school and their high school, their college, but for their whole life and their whole career, which will ensure that they will not have the mental consequences coming from the bad childhood. They will do not be They aren't the status quo. What... How was always was always was the watch money closing of Telecare.",constructive1,,mikearinarkin,round2,mikearinarkin_round2,0.0,74.0
1382,"Second argument by post secondary education benefits less from any funding we provide to them, especially if it is exclusionary. For example, first, their simple dilution of resources, meaning that there's only so much money you should invest into one child for development from zero to five years for daycare, for support, for healthcare as opposed to the whole lump of money we need to invest into high school and the college. At this point when we say that those types of my as I have more money or a sufficient number of resources going into preschool education as opposed to having some, 50 maybe 60% of the needed sum to subsidize college. Yeah. Yeah. At this point we get something the full coverage of all the preschool needs which once again go the full way. Once again, status quo when they say that we will support that 60% of college costs often doesn't go far enough for people to actually pay for college, and be able to afford it. Not yet. Not now.",constructive2,,mikearinarkin,round2,mikearinarkin_round2,0.0,74.0
1383,"Second, you can finance yourself after you get through the early childhood years. Meaning that at the point when you are an adult and you decide whether you want to go to college or you don't want to go to college in the status quo, and then in the on the side when we finance college in high school so much it is your opt in choice to go to college and to pursue a degree which you might not even need it. However, on our side when they say that, it will be burden on you to prove that you're actually free to go to college to prove that the loan you will take out will actually go for a good cause, you will be more likely to choose the things like trade schools. Or schools that will actually teach you technical skills that will set you for your career as opposed to going to college for some humanities degree, and joining a fraternity. And then point to say that it is much more important to show people, you make people incentivize to make better choices for themselves and to develop those skills which will be better off for their career. And if anything we say that it is much easier for you to prove your verve in... after in college, to be able to take out the loan which you will be able to repay. When you know, one, why do they have the tone? Second, when you have all the free childhood services build you up as a person, as an individual, and set you off for a good path as opposed to the status quo, when we don't have those services, when they get to high school and you don't know what you're doing in life when you drop out and join again.",constructive3,,mikearinarkin,round2,mikearinarkin_round2,0.0,74.0
1384,"is a propaganda from the government, meaning that when money necessarily come... financial come with conditions, meaning that if the government finances college or high school, especially in countries like Russia or China or Bhutan, government necessarily puts their own propaganda into that career. Meaning they say that colleges are not able to resource specific things. That means the colleges are not able to say that dictators? I am. Yeah, I am so on and so forth meaning that at this point who tries to have less money going to colleges, in exchange for freedom of education and freedom of exchange and freedom of expression of ideas, but then benefits the society.",constructive4,,mikearinarkin,round2,mikearinarkin_round2,0.0,74.0
1739,"However, all the closing parents never explained what the skill set of tools is in how will necessarily come to about a certain age with children, if anything. Now it's sad to say that the earlier we address the issue, the better we get at this point. This argument falls from closing The other argument from coming to causing it's called optimism and good and we should tell children that they will never fail. If they fail they all can succeed again and again and that's when I you and say how it is moraly bad for us to tell children the lies which will never be the case. Meaning that on our side we advocate for their list or advocate for telling children what the reality is. We advocate for not setting up children for failure and what did they impact? What we flush out some of them the impacts because of government miss them. Meaning that when we say to the children that they are incredibly special and that they will deserve all this stuff and they will get all the stuff, we set them up for failure. When they face the reality of the road and when they are, they have been told for the last 10 years of their life is suddenly gone. Meaning that they get depressed, they get mental health consequences, they face the reality of, ""Oh shoot my whole life before my parents telling me that it was that was a lie"" at this point.",constructive1,4.0,mikearinarkin,round6,mikearinarkin_round6,0.0,75.0
1740,"Which we should fight with yet and so on and so forth. It is miss representation of the debate. Let me move to my partners argument, explain, just build out on his main argument call morality is necessary, but when you lie to your children failure multiple ways. First, it is simply bad in principle to lie to children when you know that at some point in the future you, they will face the consequences and they will have to find out what the reality is. Meaning that it is not necessarily bad to lie to children and also specifically, and also seconds specifically to talk to children in unique ways about which are in the , both with my partner could have how they're becoming like more narcissistic. They, tend to think of themselves as best. They tend not to actually work for the things they should be working towards. Or if they work for those things and don't get them, then there's a huge mental collapse and you're like, ""Wait, I thought that I'm special. No, I thought that. I'm special. I thought that. I could do great things. But the reality is that I cannot, Oh shoot, what do now?"" And that's when we get all the bad consequences. Which are ignored on the government and first and foremost, my partner, his third argument was how it affects the society. Meaning that if children grow up and at age of 15 they understand that the reality they live in for they necessarily blame the society and the teachers and everybody else around them because they feel betrayed.",constructive2,3.0,mikearinarkin,round6,mikearinarkin_round6,0.0,75.0
756,"so moving into socially, because what does it now look like if you can't afford home ownership and you can't afford this tax and you have to now move into these multi living communities, because I think yes, we can probably do a lot and if you put the money into these multi living communities, make them okay and like better than like maybe the status goal of renting but we still see some problems with this, because the overall goal from just humanity, like for especially Western countries is to have a home. We save up for our homes. We're not trying to get rid of it. It's just kind of how it is in society and this is what we have to get engaged within the debate. Why is that such a big deal though?",constructive1,,mnjanse,round1,mnjanse_round1,0.0,73.0
757,"In these areas, when you look at suburbs, there's things like having good schools systems, having parks, having looks like better resources that is so alert for people who I have. Now though, if they can't afford this because it does get harder, when you're a middle class owner, you are working two jobs and you finally get back home and this tax breaks you because it's just that little push that is too much for you to actually do it and now you have to move back into these multi living communities. This is the problem, because now it's becoming an exclusivity thing that like these people that have already worked so hard and they're doing whatever they, because of just this environment that we've created are not able to do this. Why do we solve a problem these multi living communities, because where would it actually be?",constructive1,,mnjanse,round1,mnjanse_round1,0.0,73.0
758,"They're going to continue to live in suburb so they're not going to disappear, so what that means then is if you need a multi living community for all these people now that cannot afford the suburbs, these lower middle class individuals and they're moving there, we see this going in two places. We see one, they're going to have to move back into the cities, into apartments. Maybe they're renovated and like they're not rentals anymore. There's still multi living communities, but they still don't have the amenities locked into work super hard for it to move out of. Meaning there's a lot of noise, if you've got kids and you want them to sleep at night and you're living in a big city, that's really hard.",constructive1,,mnjanse,round1,mnjanse_round1,0.0,73.0
759,"The second thing that we may see is like maybe they're moving further away past the suburbs because that's the only place they have space to build these multi living communities. Meaning that if I still have to work into the city, I now have to commute twice as long. If our children and I had to put them in daycare, I don't have to move, I have to leave even earlier to go put them in daycare to go to work.",constructive1,,mnjanse,round1,mnjanse_round1,0.0,73.0
642,"The only way that you can understand that yes, this is effecting a large number of people is you actually care about those people to begin with, and we think the only way you get that is when political leaders are able to not only include the statistics and the magnitude of the numbers, but also say, ""Hey, out of these large number of people I'm talking about, this is a story of a woman that's actually experiencing this poverty in this county. This is why this economic policy needs to be put in place."" That is the lead up to actually be able to interpret and actually quantify and understand and value the numbers that a lot of these political leaders need to use. Because if I don't care about X group of people, then the number that you could give me all the statistics in the world and it's not going to be as important to me. I have to actually understand as a voter or fan base why those numbers should even matter to me, and it's very hard because we can't just debate in the realm that, ""I'm going to care about all these numbers."" Because a lot of people in, especially in the United States, when we look at the conservative groups of people, don't care about a lot of these issues that they're not pertaining to themselves, which means the numbers are irrelevant to them. In order for them to actually understand that there's things we need to care about outside of their scope is you have to make them more empathetic and compassionate to other groups of people. Meaning you have to make sure they understand why this is important, that we're talking about it on a debate scale in the first place.",constructive1,,mnjanse,round3,mnjanse_round3,0.0,76.0
643,"The second thing is that objectivity cannot cover all these bases, right? Ameesh gives you a lot of good points. Like when you talk about the vulnerability of groups of people, the dignity of other groups of people. We're talking about like a lot of the things that come on debate are like healthcare policies or economic, foreign immigration and things that. I think that's really important to a lot of people that exist in countries today. And if they don't understand the magnitude of that, and the fact that like a lot of people's dignities are just being ripped apart because the policies that we're putting in place. We have to care about that, right? And we can't possibly make that a thing in objectivity strictly. We cannot put numbers into dignity and how this makes certain groups of people vulnerable in society. There's just no comparison and no way to do that. If you want people to understand that people are losing their dignity, people feel vulnerable in our society and we need to help them. The only way you get that as you start to increase the compassion that exists in our country, and you have to have political leaders actually experience like, ""Hey, we have to talk about this one children,"" or whatever, so that they understand that this is impacting with the younger generation like gun control and gun violence. Right? It wasn't just enough that we talked about the numbers of how many times mass shootings happen every day. It's when we see children going up and telling their political leaders to talk about this was the thing, share the experience of Parkland and Sandy Hook and things like that, so that we understand that this is affecting large masses of people and we need to care about, right? Because that's the only... If we actually want any sort of thing to happen in any country, people need to care. People need to actually want to go and vote these people in to actually have some sort of magnitude and effect on any sort of thing. Right",constructive2,,mnjanse,round3,mnjanse_round3,0.0,76.0
